address,company_logo,company_name,company_url,email_address,key_clients,lawyers,phone_number,practice_heads,website
FBT Attorneys-at-Law    4 AVENUE HOCHE        75008 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/11184.jpg?v=1580315451, FBT Attorneys-at-Law ,,info@fbt.ch,,Mrs Stéphanie Barreira ;Mr Jérôme Bissardon ;Mrs Pascale Cano ;Mr Alain Moreau , 33 1 45 61 18 00,,http://www.fbt.ch
Fairway A.A.R.P.I.    25 RUE MURILLO        75008 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/15890.jpg?v=1580315473, Fairway A.A.R.P.I. ,,fairwayavocats@fway.fr,PRIMONIAL REIM;GENERALI REAL ESTATE;BROOKFIELD;CARLYLE;ARES MANAGEMENT;BENSON ELIOTT;MATA CAPITAL;PSA;KORIAN;SCOR;TIKEHAU;LA FRANCAISE AM;HELABA;PITCH PRMOTION;SOGARIS;INVESCO;DENTRESANGLE INITIATIVES;JC DECAUX;VINCI;PEUGEOT PSA;AMUNDI IMMOBILIER;STAM EUROPE;Stam Europe;Dentressangle Initiatives;Intuitae;JC Decaux Holding;Ares Management, Franck Denis , 33 1 56 43 48 30,Frédéric Lefébure;Aubry d’Argenlieu;Emmanuel Cazin;Juliette Bril;Emmanuel Galifer,https://www.fairwayavocats.com
EBL Lexington Avocats    72 BOULEVARD DE COURCELLES        75017 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/16698.jpg?v=1590052946, EBL Lexington Avocats ,,contact@lxt-law.com,Petrus;J.M. Weston;Bonpoint;Piper-Heidsieck;Charles Heidsieck;Gas Bijoux;Normalu;Mackage;Sartore & Compagnie;Bonneval Waters;Duclot;Société protectrice des animaux;Malt;Codage;Les Graphiquants;Go On Media;Artclair;Air Austral;Woodoo, Karine CLOLUS-DUPONT; Arnaud Demont ; Laurent LEVY; Mathieu MOUNDLIC; Michaël Piquet-Fraysse ; Olivier d’ABO, 33 1 83 75 41 41,Laurent Levy,http://www.lxt-law.com
Eversheds Sutherland (France) LLP    8 PLACE D'IÉNA        75116 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/50974.jpg?v=1580315527, Eversheds Sutherland (France) LLP ,,remikleiman@eversheds-sutherland.fr,Islamic Republic of Iran;National Iranian Oil Company;KPC;SNCF;INEOS;Wärtsilä;CyrusOne;Nefful International Holdings;Halliburton;Mattel;Nordex;GlaxoSmithKline;Eurazeo PME;Ardian;Perwyn;RemadeGroup;Idinvest;Novi2;Mirova;DXC;Wartsila;Promopharm (HIKMA);Amazon;Iranian Offshore Engineering Company, Alice Allard ; Déborah Attali ; Sarah Ayoub ; Maud Balagna ; Paul Boussicault ; Ana Brandao ; Rima Bugaighis ; Elsa Charifi ; Gaetan Cordier ; Philippe Desprès ; Alexis Eichenbaum-Voline ; Virginie Estéoule ; Greg Falkof ; Jawad Fassi-Fehri ; Monique Figueiredo ; Gillian Forsyth ; Augustin Gaujal ; Marine Gourlet ; Baudouin Gueyffier ; Louis-Narito Harada ; Jeremy Juanola ; Anne-Laure Khun ; Rémi Kleiman ; Franck-Olivier Klein ; Aurélie Klinsboccke ; Aurélie Klinsbocckel ; Charles Koskas ; Erwan Le Lay ; Virginie Lejeune ; Francois Lichere ; Ghjuvana Luigi ; Clémence Macé de Gastines ; Christina Mangani ; Fabrice Martinez Tournalia ; Sarah Monnerville Smith ; Diane Pellet ; Nanette Pilkington ; Mathilde Plenat ; Myriam Saragoussi ; David S Sellers ; Amine Senouci Bereksi ; Thomas Strange ; Guillaume Talneau ; Manuel Tomas ; Audrey Tomaszewski ; Estelle Vernejoul ; Laura Yvonne Zielinski ; Frédérique de La Chapelle , 33 1 55 73 40 00,Gaëtan Cordier;David Sellers;Wesley Pydiamah;Louis-Narito Harada;Sophie Perus;Louis-Narito Harada;David Sellers;Bruno Richard ;Rémi Kleiman;Déborah Attali;Myrtille Lapuelle;Vincent Denoyelle;Gaetan Cordier;Jacques Mestoudjian;Boris Martor;David Sellars;Atousa Mahmoudpour,https://www.eversheds-sutherland.fr
DWF (France) AARPI    137-139 RUE DE L'UNIVERSITE    TOQUE K0165    75116 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/867.jpg?v=1580315548, DWF (France) AARPI ,,enquiries@dwf.law,RSA;Allianz;Zurich;Glencore International AG;Rubis Terminal;Schneider Electric;Jersey Electricity;Fimosa Capital, Sabrina Aïnouz ; Carole Arribes ; Ali Boroumand ; Simon Christiaën ; Romain Dupeyré ; Pascale Gallien ; Florence Karila ; Jérôme Lehucher ; Jean-Francois Mercadier ; Mathilde Plénat ; Anne-Sylvie Vassenaix-Paxton , 33 1 40 69 26 50,Romain Dupeyré;Jean-François Mercadier;Simon Christiaën,http://www.dwf.law/
FTMS Avocats    67 BOULEVARD MALESHERBES        75008 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/13789.jpg?v=1580315460, FTMS Avocats ,,mdias@ftmsavocats.com,AMERICAN BUREAU OF SHIPPING;BPCE;BANQUE POPULAIRE;RIVES DE PARIS;CAISSE D’EPARGNE ILE DE FRANCE;CAISSE D’EPARGNE RHONE-ALPES;CAISSE D’EPARGNE LOIRE CENTRE;MONOPRIX;SCHNEIDER ELECTRIC;LAURA SMET;ALP;Accor;TF1;Tereos;French National Football League,Mr Olivier Angotti ;Mr Laurent Barbotin ;Mr Mathias Chichportich ; Tristan Dupré De Puget; Cédric Fischer;Mr Marc Henry ;Mr Jean Néret ;Mr Pierre-Olivier Sur ;Mr Silvestre Tandeau de Marsac , 33 1 47 23 47 24,Cédric Fischer;Marc Henry;Pierre-Olivier Sur;Mathias Chichportich;Jean Néret;Olivier Angotti;Isabelle Pontal;Cédric Fischer;Silvestre Tandeau de Marsac;Tristan Dupré de Puget;Marc Henry,https://www.ftmsavocats.com
EBA Endrös-Baum Associés    63 RUE DE VARENNE        75007 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/17516.jpg?v=1580315485, EBA Endrös-Baum Associés ,,eba@eba-avocats.com,,, 33 1 53 85 81 81,,http://www.eba-avocats.com
Deprez Guignot Associés    21 RUE CLÉMENT MAROT        75008 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/11882.jpg?v=1580315453, Deprez Guignot Associés ,,ddg@ddg.fr,Groupe M6;GROUPE M6;INTERMARCHE;MONOPRIX;BOULANGER, Jean-Christophe André ; Philippe Bonnet ; Jean-Daniel Bouhenic ; Aurélie Brégou ; Laurent Carrié ; Pierre Deprez; Frédéric Dumont; Vincent Fauchoux; Olivier Guidoux ; Grégoire Guignot ; Ana Paula Reis Lopes , 33 1 53 23 80 00,"Jean-Christophe André;Pierre Deprez;Frédéric Dumont;Philippe Bonnet;Guillaume Deglaire;Pierre Deprez;Frédéric Dumont;Philippe Bonnet;Frédéric Dumont;Vincent Fauchoux;Pierre Deprez, Vincent Fauchoux, Frédéric Dumont, Philippe Bonnet et Guillaume Deglaire;Pierre Deprez, Jean-Christophe André, Olivier Guidoux, Philippe Bonnet and Guillaume Deglaire",https://www.ddg.fr
Franklin    26 AVENUE KLÉBER        75116 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/21594.jpg?v=1580315493, Franklin ,,info@franklin-paris.com,Apex Energies;Arkolia Energies;Banque CIC;Caisse d’Epargne;Enedis;Fonroche;Groupe Engie;Groupe Valeco;Hanau;Helia Conseil;Natixis Energeco;Prime Capital;Reden Solar;Valorem;ACOFI;RGreen Invest;BPI;IDIA Capital Investissement;Sofilaro;Groupe Danone;Altice;Enedis;SFR Group;Proparco;BPI France;Danone;Credit Agricole d’Aquitaine / Crédit Agricole Pyrénées Gascogne;Credit Lyonnais;Natixis;Caisse d’Epargne CEPAC;Helia Conseil (Caisse d’Epargne Group);Auxifip;Caisse d’Epargne Midi-Pyrénées (CEMP);Banco Sabadell;CIC;Crédit Agricole CIB,Mr Stéphan Alamowitch ;Mr Yam Atallah ; Philippe Bouillon ;Mr Jérémy Chiche ;Mr Yann Colin ;Mr Serge Durox ;Mr Jérémy Goldblum ;Mrs Hélène Lebon ;Mr Lionel Lesur ;Mr Xavier Marchand ;Mr Alexandre Marque ; Jérôme Michel;Mr Numa Rengot ;Mrs Sandra Strittmatter ;Mr Patrick Thiébart ; François Verdot;Mrs Myriam de Gaudusson , 33 1 45 02 79 00,Patrick Thiébart;Myriam de Gaudusson;Jérôme Michel;Jérôme Michel ;David Blondel;Yann Colin;François Verdot;Jérôme Barré,https://www.franklin-paris.com
Delaby Dorison Avocats    12 RUE HENRI ROCHEFORT        75017 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/17000.jpg?v=1580315481, Delaby Dorison Avocats ,,contact@delaby-dorison.com,Ardian;Credit Mutuel;Galileo;Caisse d’Epargne IDF;Aon;Marignan;MEP;LFPI;Tiama;Siblu;Trescal;Bacacier,, 33 1 84 16 84 20,Emmanuel Delaby;Sophie Dorison,http://www.delaby-dorison.com
De Pardieu Brocas Maffei    57 AVENUE D'IENA    CS 11610    75773 PARIS CEDEX 16                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/10152.jpg?v=1587118937, De Pardieu Brocas Maffei ,,info@de-pardieu.com,"BORALEX;INNOVENT;NEOEN;ALBIOMA;DIF Infrastructures;ENEDIS;EDF RENOUVELABLES;GREEN YELLOW;VEOLIA;DALKIA;BANK OF TOKYO;MITSUBISHI UFJ;SUMITOMO MITSUI BANKING CORPORATION GROUP;DEUTSCHE PFANDBRIEFBANK (PBB);LA BANQUE POSTALE;ANTIN INFRASTRUCTURE PARTNERS;ORANO (ex AREVA);SUEZ;LANDESBANK SAAR;FIRST STATE INVESTMENT;CAISSE DES DEPOTS;TOTAL;CNP ASSURANCES;EDF;AXA;RTE;ELECTRICITE DE STRASBOURG;IPM / SAMSUNG ASSET MANAGEMENT;INFRALION;THE ORCHARD;TOYS “R” Us;MARIE BRIZARD WINE & SPIRITS;GROUPE BATA;RENAULT;GROUPE SEA INVEST;OAKTREE;ALCHEMY PARTNERS;FARALLON;KARTESIA;MAKURIA;TIKEHAU;ROUNDSHIELD PARTNERS;EQT;GROUPE CREDIT AGRICOLE (CA CIB, LCL, Caisses Régionales);BNP PARIBAS;GROUPE BPCE (NATIXIS, BRED, PALATINE, CAISSES d’EPARGNE et BANQUE POPULAIRE);BANK OF IRELAND;GOLDMAN SACHS;SOCIETE GENERALE;AAREAL BANK AG;ACCOR INVEST;ALLIANZ;ALTAREA COGEDIM;AMUNDI IMMOBILIER;APSYS;AXA IM;BATIPART;BLACKSTONE;BNP PARIBAS;CARREFOUR / CARMILA;CEETRUS;CHEYNE CAPITAL;COVIVIO;CREDIT AGRICOLE;DEKA BANK;EMERIGE;EQT;GALIMMO;GECINA;GENERALI;GOODMAN;GROUPAMA;HENDERSON PARK;ING;NATIXIS;PGIM;SOCIETE GENERALE;TISHMAN SPEYER;CAISSE DES DEPOTS ET CONSIGNATIONS;CNP ASSURANCES;STORENGY;ENEDIS;ANTIN INFRASTRUCTURE;BEI;CANAL PLUS RATP;CREDIT AGRICOLE;ORANO;UNIDEN;CONSEIL DU COMMERCE DE FRANCE;TOTAL;EDF;AXA IM;RTE;ELECTRICITE DE STRASBOURG;CA-CIB (CREDIT AGRICOLE GROUP);SOCIÉTÉ GÉNÉRALE;BNP PARIBAS;LCL;NATIXIS;CDC;ING;AAREAL BANK;DEUTSCHE BANK;DEKABANK;TIKEHAU CAPITAL;CREDIT FONCIER;ETAM;EIB;INVIVO;TERRENA;HSBC;IDINVEST;La BANQUE POSTALE;Chargeurs;Marie Brizard Wine & Spirits;Groupe Looping;GECINA (EUROSIC);BOOKING.COM;BNP PARIBAS;CA CIB;CORA;VALEO;EUROFINS;SHAFTESBURY;INTESA BANK;AXA REIM;SNI (CDC HABITAT);GENERALI;ASIA BROADCAST SATELLITE (ABS);BRINK;LIFE LIKE TOURING (TEG GROUP);THE NORTH FACE INC.;NAPAPIJRI;TIMBERLAND;VEOLIA;TOTAL SA;TOTAL RAFFINAGE CHIMIE;VINCI SA;VINCI Construction;TF1;EUROVIA;SUEZ;ENDEL;COVIVIO;IDEX;BOUYGUES IMMOBILIER;BERTIN GROUP;MBWS;VINCI AIRPORTS;CEETRUS;ENTREPOSE;DESSANGE;ACERGY;SCHNEIDER;OETKER;Groupe BELL AG;ELLIOTT;TERRENA;EDF;GLOBAL BLUE;GILEAD;CAA 11 (marketing agency of UEFA);Paris 2024 (Olympic Games organization Committee);FEDERATION FRANCAISE DU BATIMENT;CNP;ESSILOR;AMERICAN TOWER;Groupe GBH;CIC-CREDIT MUTUEL;FPS TOWERS;LES CINEMAS PATHE GAUMONT;GROUPE GASCOGNE;FEDERATION DES INDUSTRIES NAUTIQUES;LIGUE DE FOOTBALL PROFESSIONNEL;LIGUE NATIONALE DE BASKETBALL;BOOKING.COM;SOCIETE GENERALE;MALAKOFF MEDERIC;ALTAREA-COGEDIM;GROUPE SOUFFLET;GROUPE RUBIS;AXA;AXEREAL;THE NORTH FACE;TIMBERLAND;VANS;ISOTONER;NAPAPIJRI;FRENCH PROFESSIONAL FOOTBALL LEAGUE;FRENCH PROFESSIONAL BASKETBALL LEAGUE;FRENCH FOOTBALL FEDERATION;SPORT & CO;CAA 11;PARIS 2024;PERNOD RICARD;ELLIOTT MANAGEMENT;21 Centrale Partners;Ardian;CM-CIC Investissement;Cathay Capital;Five Arrows Managers;Idinvest;Nixen Partners;Siparex;Tikehau;UI Gestion;BORALEX;INNOVENT;EDF RENOUVELABLES;GREEN YELLOW;EIFFEL;NEOEN;ALBIOMA;SOCIETE GENERALE;CEPAC;VINCI;BEI;CREDIT FONCIER DE FRANCE;EIFFAGE;DEUTSCHE PFANDBRIEFBANK (PBB);BNP PARIBAS;LA BANQUE POSTALE;BANK OF TOKYO / MITSUBISHI UFJ / SUMITOMO MITSUI BANKING CORPORATION GROUP;DIF INFRASTRUCTURES;LANDESBANK SAAR;AUXIFIP;CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK;Tishman Speyer;Batipart;Carrefour;Gecina;Altarea Cogedim;Emerige;Fonciere Des Regions;Credit Agricole Assurances;Rothschild;Eurosic;21 Centrale Partners;Financiere Cep;Ergon Capital;EMZ Partners;GBH;ITS Group SA;Algonquin and Cardif;CA-CIB;SOCIETE GENERALE;BNP PARIBAS;LCL;NATIXIS;CREDIT DU NORD;BARCLAYS BANK PLC.;HSBC;INVIVO;BASTIDE;IN VIVO;ORANO (ex. AREVA);CNP ASSURANCES;NATIXIS GLOBAL ASSET MANAGEMENT;AXEREAL;BATIPART;AGRIAL;GROUPE SOUFFLET;CARREFOUR;LOOPING GROUP;LA BANQUE POSTALE;CREDIT AGRICOLE ASSURANCES;SPHERE;IPM GROUP AND SAMSUNG ASSET MANAGEMENTCO., LTD;PROPLAST;ADIT;LOOPING;DENTRESSANGLE;MBWS;TOFANE;GROUPE FREY;COVIVIO;Copywrighte;Timberland;VF Corporation;Eurofins Scientific;Totes Isotoner;Vans;Asia Broadcast Satellite (ABS);The North Face;Napapjri",, 33 1 53 57 71 71,Christine Le Bihan-Graf;Jean-Renaud Cazali;Philippe Dubois;Joanna Gumpelson;Emmanuel Fatôme;Paul Talbourdet;Christine Le Bihan-Graf;Christophe Gaillard;Olivier Hubert;Paul Talbourdet;Philippe Dubois;Barbara Levy;Philippe Rozec;Philippe Guibert;Emmanuel Durand;Barbara Levy;Emmanuel Durand ;Jean-François Pourdieu;Cédric Chanas;Jean-Renaud Cazali;Emmanuel Chauve;Corentin Coatalem;Patrick Jaïs;Thierry Brocas;Patrick Jais;Jean-François Pourdieu;Guillaume Touttée;Barbara Levy,https://www.de-pardieu.com
De Gaulle Fleurance &amp; Associés    9 RUE BOISSY D'ANGLAS        75008 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/15892.jpg?v=1580315473, De Gaulle Fleurance & Associés ,,contact@dgfla.com,BPCE;Diet Sensor;@health;247 Films;Bibliothèque Nationale de France;BSA;BPCE;CBS;CNC (Centre national du cinéma et de l’image animée);Dassault Systems;Dreamworks Animation/NBC Universal;Editions Xavier Barral;Epic Games;Fox21;Lavazza;Microsoft;No Money Productions;TF1;Ubi Bene;Yale University Press;Alstom;Château de Versailles;Colgate-Palmolive;Culligan;DreamWorks Animation/NBC Universal;Epic Games;Etam;GIP Paris 2024;Haribo;Hill’s Pet Nutrition;Interior’s;Les Amis de Delâge;Mango;Monte Carlo – Société des Bains de Mer;National Football League;Nexity;Palais des Thés;Showroomprive.com;Skechers;UEFA;Yann Couvreur Pâtisserie;247 Films;DreamWorks Animation;No Money Production;Ran Entertainment;Vamonos Films;Koch Films;NBC Universal;Warner Bros. (US);Amaury Sport Organisation;French Tennis Federation;Meïssa N’Diaye;Paris 2024 Olympics and Paralympics bid committee;Syndicat National des Moniteurs du Ski Français;UEFA;UNESCO;ASO-Amaury Sport organization;Paramount;TF1;Twentieth Century Fox;@Health;DietSensor;Icade;Ythera;Adobe;ASO Amaury Sport Organization;AUF (Agence Universitaire de la Francophonie);Autodesk;BPCE;Cegedim;Dassault Systèmes;Dexia;Microsoft;Monte-Carlo Société des Bains de Mer;SAS Institute;TF1;UEFA;Alstom;Alyse;Caisse des dépôts et consignations;Collectivité Territoriale de Guyane;Conseil Régional de la Réunion;Fédération Française du Transport de Personnes sur Route (FFTPR);Global Ecopower;Gouvernement de la Nouvelle Calédonie;Ministry of Justice;Photosol;Ubi Bene;UEFA;WireCo/CASAR;Doctrine.fr;Hospices civils de Lyon;Innergex;Solideo;Alstom;BPCE;CBS;Daniel Féau Conseil Immobilier;Goliath;Groupe Bel;Koch Media;LVMH;Maaf Assurances;Microsoft;Monte Carlo Societe Des Bains De Mer;UEFA;Acofi;Action Logement;Apex;Banque Palatine;Banques Populaires;Baywa;BHC Energy;Bioinvest;BNP Paribas;BPCE;BPI Groupe;Caisses D’Epargne;Cam Energie;Capvert;Credit Agricole;Credit Cooperatif;Credit Mutuel – CIC;Danske Commodities;Demeter Partners;Engie Envision;Alstom;Cahors;Genoway;Ythera;Acofi;Antalis;Arkéa Banque Entreprises et Institutionnels;Arval;Astris Finance;Auchan Holding;Banque Internationale à Luxembourg;Banque Palatine;Banques Populaires;BNP Paribas;BPCE;Caisses d’Epargne;Covea;Crédit Agricole d’Ile de France;Crédit Agricole Immobilier;Crédit Coopératif;Crédit Mutuel-CIC;CSI Leasing;Demeter Partners;Deutsche Pfandbriefbank;Envision;Fonds Européen d’Investissement;Foresight;Forsa Energy;Gageo;Greenwish;HSBC;IDCM Partners;IdInvest;Immochan;Islamic Corporation for the Development of the Private Sector (ICD);KFW Epex;La Banque Postale;LCM Partners;Lendix;Mediobanca;Meridiam;Natixis;Nord LB;Omnes Capital;Philips;Préjeance;Société Générale;SQN;Stern & Co;Sumitomo Mitsui Banking Corporation (SMBC);Tikehau;Touax;Transdev;Triodos;European Homes;RATP Dev;Renault;Société Française de Gériatrie et Gérontologie,Mr Jean-Christophe Amy ; Linda Azizi ;Mr Matthieu Bichon ;Ms Catherine Castro ;Mr François Couhadon ;Mr Georgie Courtois ; Matthieu Dary; Déborah David; Frédéric Destal;Ms Blandine Fauran ; Philippe Feitussi ;Mr Henri-Nicolas Fleurance ;Mr Louis de Gaulle ;Mr Thierry Gillot ;Ms Muriel Guillin-Modaine ;Mr Julien Horn ;Ms May Jarjour ;Mr Jean-Marie Job ; Jérôme Labrousse ;Mr Gilbert Ladreyt ;Mr Pierrick Le Goff ;Mr Serge Lederman ; Agnès Macaire;Mr Philippe Moncorps ;Ms Mireille Mull-Jochem ;Ms Samantha Nataf ;Mr Jean-François Paque ;Ms Sylvie Perrin ; Francine Le Péchon-Joubert;Mr Charles-Edouard Renault ; Vanessa Ruffa ;Mr Jean-Baptiste Santelli ;Mr Vincent Schmitt ;Ms Danielle Smolders ;Mr Anker Sorensen ;Mr Jonathan Souffir ; Cécile Théard-Jallu;Mr Thierry Titone ;Ms Gaïa Witz ;Mr François Zocchetto ;Mr Julien de Michele , 33 1 56 64 00 00,Georgie Courtois;Jean-Sébastien Mariez;Cécile Théard-Jallu;Louis de Gaulle;Julien Horn;Julien Horn;Serge Lederman;Charles-Edouard Renault;Julien Horn;Louis de Gaulle;Rhadamès Killy;Agnès Macaire;Charles-Edouard Renault;Louis de Gaulle;Blandine Fauran;Jean-Marie-Job;Cécile Théard-Jallu;Louis de Gaulle;Julien Horn;Frédéric Destal;Agnès Macaire;Gaïa Witz;Louis de Gaulle;Jean-François Paque;Sylvie Perrin;Louis de Gaulle;Francine Le Péchon-Joubert;Matthieu Barthélemy;May Jarjour;Sylvie Perrin;Jean-Baptiste Santelli;Jonathan Souffir;Henri-Nicolas Fleurance;Vincent Schmitt,https://www.degaullefleurance.com
Degroux Brugère    134 BOULEVARD HAUSSMANN        75008 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/15202.jpg?v=, Degroux Brugère ,,contact@degrouxbrugere.com,Patrimmofi;Delcourt;Société de la Tour Eiffel;Huchet Demorge;Capital Croissance, Nicolas Ballet ; Denis Brugère ; Philippe Delattre ; Valery Diaz-Martinat ; Dominique Dumas ; Augustin Fleytoux ;Mr Frédéric Hennes; Jean Melcion ; Sybille Plantin ; Jérémie Swiecznik , 33 1 42 65 70 81,Denis Brugère;Frédéric Hennes;Nicolas Ballet,https://www.degrouxbrugere.com
De Castro &amp; Stasse    125 BOULEVARD SAINT GERMAIN        75006 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/18394.jpg?v=1580315490, De Castro & Stasse ,,cabinet@decastro-stasse.com,,, 33 1 82 83 48 10,,https://www.decastro-stasse.com
Debevoise &amp; Plimpton LLP    4 PLACE DE L'OPERA        75002 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/50273.jpg?v=1580315524, Debevoise & Plimpton LLP ,,pclermontel@debevoise.com,Société Générale;American Express,Mr Eric Bérengier ;Mr Pierre Clermontel ;Mr Antoine Kirry ;Mr Philippe Tengelmann , 33 1 40 73 12 12,Antoine Kirry;Antoine Kirry;Frederick Davis,http://www.debevoise.com
Dechert LLP    32 RUE DE MONCEAU        PARIS 75008                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/9038.jpg?v=1580315549, Dechert LLP ,,Kieran.Morgan@dechert.com,AbbVie Biotherapeutics;Abivax;Affluent Medical;Allergan;Astorg / Laboratoire HRA Pharma;Biomunex;BPIFRANCE (PSIM);Caravelle;DNA Script;Edwards Lifesciences;GlaxoSmithKline;Illumina Ventures;Kurma Partners;Idinvest;Lbo France;Bnp Paribas Developpement;PSSF;L’Air Liquide;Lysogene;MedinCell;MSD;Poxel;Roche;Sofinnova Partners;Spineguard;Tikehau;The Republic of Poland;The Czech Republic;Rizzani De Eccher S.p.A.;Colombian investors Carlos Mario Rios Velilla & Francisco Javier Rios Velilla;Autopista del Norte S.A.C.;The Republic of Ecuador;The Republic of Colombia;The Plurinational State of Bolivia;CIT Group;DNA Script;Inside Secure;Nuance;Orange;PepsiCo;Deutsche Bahn AG;Bénéteau;ArianeGroup;Generali;InVivo;Astorg/HRA;Caravelle;Crown Holdings;Cora;Roche;IBM;Generali;Sifi;NHCO Nutrition;Bénéteau Group;HRA Pharma;Affluent Medical;Axa Venture;Blisce;Bpifrance;CM-CIC Innovation;CapDecisif;Gigamesh;Illumina Ventures;LBO France;Sofinnova Partners;Dow Chemicals;Enedis;STEVA;Comsa Emte;Groupe Casino;Pepsico;BYD;Lysogene;MedinCell;Biomunex;Tikehau;Rothschild Asset Management;Rothschild Martin Maurel;Cheyne Capital Management;Generali;Partech Partners;Tikehau;Allianz;G4Partners (Geneo);Blisce;Alexandre Mars;EPIC Foundation;17Capital;Artemis – Financière Pinault;LGT European Capital for Paris;Truffle Capital;Crédit Agricole Corporate and Investment Bank;Natixis;La Banque Postale;BNP Paribas;HSBC France;ING Bank N.V;Artemis – Financière Pinault;SunCapital;Chequers;Tikehau;Rothschild Martin Maurel;Eurazeo PME;Astorg;17 Capital;Blisce – Alexandre Mars;Edmond de Rothschild Private Equity;Crown Holdings;Caravelle;Alven Capital;Partech  Partners;Certares;Allianz Global Investors;Generali;Prudential – PGIM;LGT European Capital;Cheyne Capital Management;Qube Research & Technology;Laboratoires CTRS;Archimed;Lysogene;Abivax;MedinCell;Bryan Garnier;RBC Europe Limited;Poxel;Spineguard;Generali Insurance Asset Management;S.p.A.;InVivo;Eurovia;Groupe Bénéteau;Arkema;Stanley Europe BVBA;Air Liquide;Astorg Partners SAS;BearingPoint France SAS;ALIAD;PepsiCo;Caravelle;HGH Infrared Systems;Certares;Marquetis;HysetCo;Five arrows;Eurazeo PME;Cathay Capital;The Republic of Colombia;The Republic of Ecuador;The Plurinational State of Bolivia;Petróleos Paraguayos (Petropar);Colombian investors Carlos Mario Rios Velilla & Francisco Javier Rios Velilla;AUNOR (Autopista del Norte),Ms Claudia Annacker; Laurence Bary;Ms Ermine Bolot ;Ms Sabina Comis ; Louis De Chezelles;Mr Alain Decombe ;Mr Philip Dunham ;Mr Cyril Fiat ; Marie Fillon; François Hellot; Xavier Leroux; Isabelle Marguet; Laurent Martinet; Thibault Meiers;Mr Xavier Nyssen ; Sophie Pelé; Marion Provost; José Manuel García Represa; Anne-Charlotte Rivière;Mr Eduardo Silva Romero ;Mr Jacques Sivignon ; Mélanie Thill-Tayara;Mr Philippe Thomas ; Privat Vigand, 33 1 57 57 80 80,Alain Decombe;Mélanie Thill-Tayara;Marie Fillon;François Hellot;Isabelle Marguet;Sophie Pelé;Anne-Charlotte Rivière;Jacques Sivignon;Eduardo Silva Romero;Philippe Thomas ;Mélanie Thill-Tayara;Marie Fillon;Anne-Charlotte Rivière;François Hellot;Laurent Martinet;Jacques Sivignon;Marie Fillon;Sabina Comis;Cyril Fiat;Privat Vigand;Sabina Comis;François Hellot;Alain Decombe;Ermine Bolot;François Hellot;Eduardo Silva Romero,https://www.dechert.com/paris
"Curtis, Mallet-Prevost, Colt &amp; Mosle LLP    6 AVENUE VELASQUEZ        75008 PARIS                France",https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/51309.jpg?v=1580315529," Curtis, Mallet-Prevost, Colt & Mosle LLP ",,contactus@curtis.com,The Republic of Kazakhstan;Russia;Arkema;Cameroon;National Oil Corporation of Libya;Romania;Cyprus;Government of India;Unipharm;Pernod Ricard,, 33 1 42 66 39 10,Peter Wolrich;Geoffroy Lyonnet;Marco Blanco,https://www.curtis.com
Diametis AARPI    45 RUE DE COURCELLES        75008 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/18160.jpg?v=1580315489, Diametis AARPI ,,contact@diametis.com,Aviva Investors France;Rgreen Invest;Bred Banque Populaire;Allianz Global Investors GmbH (Allianz Group);Yelloan;NH Hotels Group;Credit Agricole Consumer Finance (Credit Agricole Group);MACIF;PREPAR IARD (BPCE Group);PREPAR VIE (BPCE Group);Tradewind Holding GmbH;MoneyCup / Wide Asset Management,, 33 1 78 94 58 41,Jean-Pascal Brun,https://www.diametis.com
